num__Time_spent_Alone,num__Social_event_attendance,num__Going_outside,num__Friends_circle_size,num__Post_frequency,cat__Stage_fear_No,cat__Stage_fear_Yes,cat__Drained_after_socializing_No,cat__Drained_after_socializing_Yes,Personality
-0.9450847613820905,0.6117247369344455,1.2636000503351723,1.273645392261784,0.057866347756773864,1.0,0.0,1.0,0.0,0.0
-0.9450847613820905,0.26422246982828856,0.8084060023518922,0.3314206656326285,1.774567997874401,1.0,0.0,1.0,0.0,1.0
-0.9450847613820905,1.3067292711467593,-0.10198209361466828,-0.3752478793392382,1.774567997874401,1.0,0.0,1.0,0.0,0.0
-0.3596260778465817,-0.08327979727786834,0.8084060023518922,-0.1396916976819493,-1.5247373586980714e-16,1.0,0.0,1.0,0.0,0.0
-0.9450847613820905,0.9592270040406025,-0.10198209361466828,1.9803139372336511,0.057866347756773864,1.0,0.0,1.0,0.0,0.0
-0.3596260778465817,1.3067292711467593,1.2636000503351723,0.09586448397533961,0.7445470078038248,1.0,0.0,1.0,0.0,0.0
-0.06689673607882728,-0.4307820643840253,-0.5571761415979485,-0.3752478793392382,-1.315494972337328,0.0,1.0,0.0,1.0,1.0
-0.6523554196143361,0.6117247369344455,0.8084060023518922,-0.1396916976819493,-0.2854739822667516,1.0,0.0,1.0,0.0,0.0
-1.2378141031498449,-0.4307820643840253,0.3532119543686119,-0.1396916976819493,0.40120667778029934,1.0,0.0,1.0,0.0,0.0
-0.9450847613820905,0.9592270040406025,1.2636000503351723,-0.3752478793392382,1.774567997874401,1.0,0.0,1.0,0.0,0.0
-0.06689673607882728,-1.473288865702496,-1.0123701895812287,-1.3174726059683939,-0.9721546423138024,0.0,1.0,0.0,1.0,1.0
0.8112912892244359,-0.7782843314901822,-1.0123701895812287,-1.081916424311105,-0.6288143122902771,0.0,1.0,0.0,1.0,1.0
1.9822086562954535,-1.473288865702496,-0.5571761415979485,-1.5530287876256827,-1.315494972337328,0.0,1.0,0.0,1.0,1.0
-0.6523554196143361,1.3067292711467593,0.3532119543686119,0.5669768472899175,1.4312276678508755,1.0,0.0,1.0,0.0,0.0
-0.3596260778465817,1.3067292711467593,-0.10198209361466828,0.3314206656326285,0.7445470078038248,1.0,0.0,1.0,0.0,0.0
0.0,1.3067292711467593,0.3532119543686119,1.273645392261784,0.057866347756773864,1.0,0.0,1.0,0.0,0.0
-0.9450847613820905,1.3067292711467593,0.8084060023518922,1.0380892106044952,1.0878873378273501,1.0,0.0,1.0,0.0,0.0
1.1040206309921903,-0.7782843314901822,-1.0123701895812287,0.0,-0.6288143122902771,0.0,1.0,0.0,1.0,1.0
1.1040206309921903,-1.1257865985963391,-1.4675642375645088,-1.081916424311105,-1.315494972337328,0.0,1.0,0.0,1.0,1.0
-0.6523554196143361,0.26422246982828856,0.3532119543686119,-0.1396916976819493,1.0878873378273501,1.0,0.0,1.0,0.0,0.0
1.9822086562954535,-0.7782843314901822,-1.0123701895812287,-1.3174726059683939,-0.6288143122902771,0.0,1.0,0.0,1.0,1.0
